,Cell Type
10255,T helpers
10256,NK
10257,NK
10258,Dendritic Cells
10259,Monocytes
10260,Monocytes
10261,Monocytes
10262,NK
10263,NK
10264,Monocytes
10265,Monocytes
10266,NK
10267,Monocytes
10268,Monocytes
10269,T Cells 
10270,Monocytes
10271,NK
10272,T Cells
10273,Monocytes
10274,Monocytes
10275,T Cells
10276,Monocytes
10277,T Cells
10278,CD8 T Cells
10279,Monocytes
10280,T Cells
10281,Dendritic Cells
10282,Monocytes
10283,Dendritic Cells
10284,Monocytes
10285,Monocytes
10286,Monocytes
10287,NK
10288,T Cells 
10289,Monocytes
10290,Dendritic Cells
10291,NK
10292,Monocytes
10293,T Cells 
10294,NK
10295,NK
10296,Monocytes
10297,Monocytes
10298,Monocytes
10299,Monocytes
10300,Monocytes
10301,T Cells 
10302,Monocytes
10303,Monocytes
10304,CD8 T Cells
10305,NK
10306,Monocytes
10307,T Cells
10308,Monocytes
10309,Monocytes
10310,Monocytes
10311,Monocytes
10312,NK
10313,T Cells
10314,T Cells
10315,NK
10316,Monocytes
10317,Monocytes
10318,NK
10319,Monocytes
10320,NK
10321,Monocytes
10322,NK
10323,Monocytes
10324,Monocytes
10325,T Cells
10326,Monocytes
10327,NK
10328,Monocytes
10329,Monocytes
10330,Monocytes
10331,T Cells 
10332,Monocytes
10333,B Cells
10334,Monocytes
10335,T Cells
10336,Monocytes
10337,T Cells
10338,T Cells
10339,Monocytes
10340,B Cells
10341,Monocytes
10342,T Cells
10343,NK
10344,Monocytes
10345,NK
10346,B Cells
10347,Monocytes
10348,Monocytes
10349,NK
10350,Monocytes
10351,T Cells
10352,NK
10353,T Cells
10354,T Cells
10355,Monocytes
10356,Monocytes
10357,T Cells
10358,Monocytes
10359,NK
10360,NK
10361,T Cells
10362,Monocytes
10363,Monocytes
10364,Monocytes
10365,NK
10366,NK
10367,Monocytes
10368,T Cells
10369,Monocytes
10370,Monocytes
10371,Monocytes
10372,Monocytes
10373,NK
10374,NK
10375,T Cells 
10376,Monocytes
10377,T Cells
10378,T Cells
10379,Monocytes
10380,NK
10381,Monocytes
10382,T Cells
10383,Monocytes
10384,CD8 T Cells
10385,NK
10386,Monocytes
10387,Monocytes
10388,CD8 T Cells
10389,Monocytes
10390,Dendritic Cells
10391,Monocytes
10392,Monocytes
10393,Monocytes
10394,CD8 T Cells
10395,Monocytes
10396,T Cells
10397,Monocytes
10398,T Cells
10399,B Cells
10400,Monocytes
10401,Monocytes
10402,Monocytes
10403,Monocytes
10404,Dendritic Cells
10405,Monocytes
10406,NK
10407,Monocytes
10408,NK
10409,Monocytes
10410,NK
10411,Monocytes
10412,Monocytes
10413,Monocytes
10414,CD8 T Cells
10415,Monocytes
10416,Monocytes
10417,Monocytes
10418,NK
10419,T Cells
10420,NK
10421,Monocytes
10422,T Cells
10423,Monocytes
10424,NK
10425,Monocytes
10426,NK
10427,Monocytes
10428,NK
10429,NK
10430,T Cells
10431,NK
10432,NK
10433,T Cells
10434,Monocytes
10435,Monocytes
10436,NK
10437,T Cells
10438,Monocytes
10439,Monocytes
10440,NK
10441,B Cells
10442,Monocytes
10443,NK
10444,NK
10445,Monocytes
10446,Monocytes
10447,Monocytes
10448,NK
10449,Monocytes
10450,NK
10451,T Cells
10452,T Cells
10453,NK
10454,Monocytes
10455,NK
10456,NK
10457,NK
10458,NK
10459,Monocytes
10460,CD8 T Cells
10461,CD8 T Cells
10462,Monocytes
10463,Monocytes
10464,Monocytes
10465,T Cells
10466,Monocytes
10467,Monocytes
10468,Monocytes
10469,NK
10470,Monocytes
10471,CD8 T Cells
10472,NK
10473,Monocytes
10474,Monocytes
10475,NK
10476,NK
10477,Monocytes
10478,NK
10479,T Cells 
10480,Monocytes
10481,T Cells
10482,Dendritic Cells
10483,NK
10484,T Cells 
10485,NK
10486,Monocytes
10487,CD8 T Cells
10488,Monocytes
10489,Monocytes
10490,Monocytes
10491,NK
10492,Monocytes
10493,T Cells
10494,Monocytes
10495,Dendritic Cells
10496,NK
10497,NK
10498,NK
10499,NK
10500,B Cells
10501,Monocytes
10502,Monocytes
10503,B Cells
10504,T Cells 
10505,NK
10506,NK
10507,NK
10508,Monocytes
10509,CD8 T Cells
10510,NK
10511,CD8 T Cells
10512,Monocytes
10513,Monocytes
10514,Monocytes
10515,Monocytes
10516,Monocytes
10517,T helpers
10518,Monocytes
10519,NK
10520,Monocytes
10521,Monocytes
10522,B Cells
10523,Monocytes
10524,Monocytes
10525,Monocytes
10526,NK
10527,NK
10528,NK
10529,Monocytes
10530,Monocytes
10531,NK
10532,NK
10533,Dendritic Cells
10534,NK
10535,Monocytes
10536,CD8 T Cells
10537,Monocytes
10538,T Cells
10539,NK
10540,Monocytes
10541,Monocytes
10542,NK
10543,Monocytes
10544,NK
10545,NK
10546,Monocytes
10547,T Cells
10548,Monocytes
10549,Monocytes
10550,Monocytes
10551,NK
10552,T Cells
10553,Monocytes
10554,NK
10555,T Cells
10556,NK
10557,Monocytes
10558,NK
10559,NK
10560,Monocytes
10561,Monocytes
10562,T Cells
10563,Monocytes
10564,Monocytes
10565,NK
10566,T Cells 
10567,Monocytes
10568,Monocytes
10569,Monocytes
10570,NK
10571,Monocytes
10572,T Cells
10573,T Cells
10574,NK
10575,NK
10576,Monocytes
10577,Monocytes
10578,Monocytes
10579,Monocytes
10580,Monocytes
10581,T Cells
10582,NK
10583,T Cells
10584,Monocytes
10585,Monocytes
10586,NK
10587,Monocytes
10588,Monocytes
10589,NK
10590,Monocytes
10591,Monocytes
10592,T Cells
10593,Monocytes
10594,Monocytes
10595,NK
10596,NK
10597,NK
10598,Monocytes
10599,Monocytes
10600,Monocytes
10601,Monocytes
10602,Monocytes
10603,T Cells 
10604,CD8 T Cells
10605,NK
10606,Dendritic Cells
10607,NK
10608,Monocytes
10609,Monocytes
10610,Monocytes
10611,NK
10612,NK
10613,T Cells 
10614,Monocytes
10615,Monocytes
10616,Monocytes
10617,NK
10618,NK
10619,Monocytes
10620,Monocytes
10621,NK
10622,Dendritic Cells
10623,Monocytes
10624,NK
10625,Monocytes
10626,NK
10627,T Cells 
10628,NK
10629,B Cells
10630,Monocytes
10631,T helpers
10632,Monocytes
10633,Monocytes
10634,T Cells
10635,CD8 T Cells
10636,Monocytes
10637,NK
10638,Monocytes
10639,NK
10640,Monocytes
10641,NK
10642,NK
10643,Monocytes
10644,NK
10645,NK
10646,T Cells
10647,NK
10648,Monocytes
10649,T Cells 
10650,T Cells
10651,Monocytes
10652,Monocytes
10653,Monocytes
10654,NK
10655,Monocytes
10656,T Cells 
10657,T Cells
10658,Monocytes
10659,Monocytes
10660,Monocytes
10661,NK
10662,T Cells
10663,Monocytes
10664,NK
10665,Monocytes
10666,Monocytes
10667,Monocytes
10668,NK
10669,Monocytes
10670,Monocytes
10671,Monocytes
10672,T Cells 
10673,Monocytes
10674,Monocytes
10675,NK
10676,T Cells 
10677,Monocytes
10678,Monocytes
10679,T Cells
10680,Monocytes
10681,NK
10682,Monocytes
10683,NK
10684,Monocytes
10685,NK
10686,NK
10687,Monocytes
10688,Dendritic Cells
10689,B Cells
10690,Monocytes
10691,Monocytes
10692,Monocytes
10693,NK
10694,Monocytes
10695,Monocytes
10696,T Cells
10697,Monocytes
10698,NK
10699,Monocytes
10700,Monocytes
10701,T Cells 
10702,Monocytes
10703,Monocytes
10704,NK
10705,Monocytes
10706,Monocytes
10707,Monocytes
10708,NK
10709,NK
10710,CD8 T Cells
10711,Monocytes
10712,Monocytes
10713,Monocytes
10714,Monocytes
10715,T Cells
10716,Monocytes
10717,CD8 T Cells
10718,NK
10719,NK
10720,NK
10721,Monocytes
10722,NK
10723,CD8 T Cells
10724,Monocytes
10725,T Cells
10726,NK
10727,T Cells 
10728,NK
10729,Monocytes
10730,Monocytes
10731,Monocytes
10732,NK
10733,Monocytes
10734,NK
10735,Monocytes
10736,NK
10737,Monocytes
10738,Monocytes
10739,CD8 T Cells
10740,Monocytes
10741,T Cells
10742,Monocytes
10743,Monocytes
10744,Monocytes
10745,Monocytes
10746,T Cells
10747,T Cells
10748,Monocytes
10749,Monocytes
10750,Monocytes
10751,Monocytes
10752,T helpers
10753,T Cells
10754,T Cells
10755,Monocytes
10756,Monocytes
10757,Monocytes
10758,T Cells
10759,Monocytes
10760,T Cells 
10761,Monocytes
10762,Monocytes
10763,Monocytes
10764,NK
10765,CD8 T Cells
10766,Monocytes
10767,Dendritic Cells
10768,NK
10769,NK
10770,Monocytes
10771,T Cells
10772,Monocytes
10773,T Cells
10774,NK
10775,NK
10776,NK
10777,NK
10778,NK
10779,Monocytes
10780,Monocytes
10781,Monocytes
10782,NK
10783,T Cells 
10784,NK
10785,Monocytes
10786,Monocytes
10787,Monocytes
10788,Monocytes
10789,CD8 T Cells
10790,T helpers
10791,NK
10792,Monocytes
10793,CD8 T Cells
10794,NK
10795,T Cells
10796,T Cells
10797,Monocytes
10798,CD8 T Cells
10799,Monocytes
10800,CD8 T Cells
10801,Monocytes
10802,Monocytes
10803,Monocytes
10804,Monocytes
10805,Monocytes
10806,Monocytes
10807,T Cells
10808,Monocytes
10809,Monocytes
10810,Monocytes
10811,Monocytes
10812,Monocytes
10813,Monocytes
10814,NK
10815,NK
10816,NK
10817,Monocytes
10818,Monocytes
10819,NK
10820,CD8 T Cells
10821,CD8 T Cells
10822,T Cells 
10823,NK
10824,CD8 T Cells
10825,Monocytes
10826,Monocytes
10827,Monocytes
10828,Monocytes
10829,Monocytes
10830,Monocytes
10831,Monocytes
10832,NK
10833,Monocytes
10834,NK
10835,T Cells
10836,CD8 T Cells
10837,Monocytes
10838,NK
10839,Monocytes
10840,Monocytes
10841,Monocytes
10842,NK
10843,CD8 T Cells
10844,Monocytes
10845,Monocytes
10846,Monocytes
10847,T helpers
10848,Monocytes
10849,Dendritic Cells
10850,CD8 T Cells
10851,B Cells
10852,CD8 T Cells
10853,T Cells
10854,NK
10855,Monocytes
10856,NK
10857,NK
10858,Monocytes
10859,T Cells 
10860,T Cells 
10861,NK
10862,NK
10863,Monocytes
10864,Monocytes
10865,Monocytes
10866,CD8 T Cells
10867,NK
10868,CD8 T Cells
10869,Monocytes
10870,NK
10871,NK
10872,Monocytes
10873,T Cells 
10874,Monocytes
10875,NK
10876,Monocytes
10877,CD8 T Cells
10878,NK
10879,Monocytes
10880,Monocytes
10881,Monocytes
10882,Monocytes
10883,Monocytes
10884,T Cells 
10885,NK
10886,Monocytes
10887,Monocytes
10888,NK
10889,CD8 T Cells
10890,Monocytes
10891,Monocytes
10892,NK
10893,NK
10894,NK
10895,NK
10896,Monocytes
10897,NK
10898,NK
10899,T Cells
10900,NK
10901,NK
10902,Monocytes
10903,T Cells
10904,NK
10905,T Cells
10906,Monocytes
10907,Monocytes
10908,NK
10909,NK
10910,NK
10911,Monocytes
10912,T Cells
10913,NK
10914,NK
10915,Monocytes
10916,CD8 T Cells
10917,Monocytes
10918,Monocytes
10919,Monocytes
10920,T Cells 
10921,Monocytes
10922,Monocytes
10923,Monocytes
10924,NK
10925,B Cells
10926,NK
10927,T Cells 
10928,NK
10929,Monocytes
10930,Monocytes
10931,NK
10932,Monocytes
10933,NK
10934,Monocytes
10935,Monocytes
10936,CD8 T Cells
10937,Monocytes
10938,CD8 T Cells
10939,NK
10940,Dendritic Cells
10941,Monocytes
10942,Monocytes
10943,T Cells
10944,NK
10945,Monocytes
10946,T helpers
10947,NK
10948,CD8 T Cells
10949,NK
10950,NK
10951,Monocytes
10952,Monocytes
10953,NK
10954,CD8 T Cells
10955,CD8 T Cells
10956,NK
10957,NK
10958,NK
10959,NK
10960,NK
10961,NK
10962,T Cells
10963,NK
10964,Monocytes
10965,Monocytes
10966,Monocytes
10967,Monocytes
10968,T Cells
10969,Monocytes
10970,Monocytes
10971,NK
10972,Monocytes
10973,T Cells
10974,Monocytes
10975,Dendritic Cells
10976,Dendritic Cells
10977,Monocytes
10978,T Cells
10979,Monocytes
10980,T Cells
10981,CD8 T Cells
10982,CD8 T Cells
10983,NK
10984,NK
10985,NK
10986,Monocytes
10987,T Cells
10988,Monocytes
10989,CD8 T Cells
10990,T Cells
10991,Monocytes
10992,NK
10993,Monocytes
10994,NK
10995,Monocytes
10996,CD8 T Cells
10997,NK
10998,Dendritic Cells
10999,Monocytes
11000,Monocytes
11001,Monocytes
11002,T Cells
11003,NK
11004,CD8 T Cells
11005,NK
11006,Monocytes
11007,Monocytes
11008,NK
11009,CD8 T Cells
11010,NK
11011,Monocytes
11012,CD8 T Cells
11013,NK
11014,NK
11015,Monocytes
11016,Monocytes
11017,Monocytes
11018,T Cells
11019,Monocytes
11020,Monocytes
11021,Dendritic Cells
11022,Monocytes
11023,Monocytes
11024,Monocytes
11025,NK
11026,NK
11027,NK
11028,NK
11029,NK
11030,T helpers
11031,T helpers
11032,T Cells
11033,NK
11034,Monocytes
11035,Monocytes
11036,T Cells
11037,T Cells
11038,T Cells
11039,Monocytes
11040,T Cells 
11041,T helpers
11042,Monocytes
11043,Monocytes
11044,T Cells
11045,Monocytes
11046,NK
11047,Monocytes
11048,T Cells
11049,Monocytes
11050,Monocytes
11051,Monocytes
11052,NK
11053,Monocytes
11054,NK
11055,NK
11056,Monocytes
11057,NK
11058,Monocytes
11059,Monocytes
11060,T helpers
11061,Monocytes
11062,Monocytes
11063,NK
11064,Monocytes
11065,Monocytes
11066,Monocytes
11067,NK
11068,Monocytes
11069,Monocytes
11070,NK
11071,Monocytes
11072,NK
11073,Monocytes
11074,Monocytes
11075,T Cells
11076,T Cells
11077,NK
11078,Monocytes
11079,Monocytes
11080,NK
11081,NK
11082,Monocytes
11083,NK
11084,Monocytes
11085,Monocytes
11086,NK
11087,Monocytes
11088,NK
11089,Monocytes
11090,CD8 T Cells
11091,NK
11092,Monocytes
11093,Monocytes
11094,Monocytes
11095,NK
11096,Monocytes
11097,Monocytes
11098,Monocytes
11099,CD8 T Cells
11100,Monocytes
11101,Monocytes
11102,Monocytes
11103,NK
11104,Monocytes
11105,Monocytes
11106,Monocytes
11107,NK
11108,Monocytes
11109,Monocytes
11110,Monocytes
11111,T Cells
11112,NK
11113,Dendritic Cells
11114,Monocytes
11115,Monocytes
11116,Monocytes
11117,Monocytes
11118,NK
11119,Monocytes
11120,Monocytes
11121,Monocytes
11122,Monocytes
11123,NK
11124,NK
11125,T Cells
11126,Monocytes
11127,Monocytes
11128,Monocytes
11129,Monocytes
11130,Monocytes
11131,NK
11132,T Cells
11133,Monocytes
11134,NK
11135,Monocytes
11136,Monocytes
11137,T Cells
11138,NK
11139,Monocytes
11140,NK
11141,NK
11142,CD8 T Cells
11143,Monocytes
11144,NK
11145,Dendritic Cells
11146,NK
11147,CD8 T Cells
11148,CD8 T Cells
11149,NK
11150,Monocytes
11151,Monocytes
11152,CD8 T Cells
11153,T Cells
11154,T Cells
11155,NK
11156,T Cells 
11157,Monocytes
11158,Monocytes
11159,Monocytes
11160,Monocytes
11161,Monocytes
11162,Monocytes
11163,NK
11164,NK
11165,Monocytes
11166,Monocytes
11167,Monocytes
11168,Monocytes
11169,CD8 T Cells
11170,NK
11171,Monocytes
11172,Monocytes
11173,NK
11174,NK
11175,Monocytes
11176,CD8 T Cells
11177,Monocytes
11178,NK
11179,Monocytes
11180,Monocytes
11181,Monocytes
11182,T Cells
11183,NK
11184,B Cells
11185,Monocytes
11186,NK
11187,NK
11188,Monocytes
11189,NK
11190,B Cells
11191,Monocytes
11192,Monocytes
11193,NK
11194,Monocytes
11195,NK
11196,Monocytes
11197,Monocytes
11198,T Cells
11199,Monocytes
11200,NK
11201,Monocytes
11202,Monocytes
11203,Monocytes
11204,NK
11205,Monocytes
11206,T Cells
11207,T Cells
11208,Monocytes
11209,NK
11210,NK
11211,T Cells
11212,NK
11213,Monocytes
11214,Monocytes
11215,NK
11216,Monocytes
11217,Monocytes
11218,T Cells
11219,Monocytes
11220,Monocytes
11221,Monocytes
11222,NK
11223,T Cells
11224,Monocytes
11225,NK
11226,CD8 T Cells
11227,Monocytes
11228,Monocytes
11229,Monocytes
11230,NK
11231,NK
11232,NK
11233,B Cells
11234,NK
11235,Monocytes
11236,Monocytes
11237,Monocytes
11238,Monocytes
11239,Monocytes
11240,Monocytes
11241,T Cells 
11242,NK
11243,NK
11244,NK
11245,Monocytes
11246,Monocytes
11247,NK
11248,NK
11249,Monocytes
11250,CD8 T Cells
11251,CD8 T Cells
11252,Monocytes
11253,Monocytes
11254,NK
11255,Monocytes
11256,Monocytes
11257,Monocytes
11258,NK
11259,Dendritic Cells
11260,Monocytes
11261,Monocytes
11262,Monocytes
11263,NK
11264,T Cells
11265,Monocytes
11266,NK
11267,T Cells
11268,Monocytes
11269,Monocytes
11270,T Cells
11271,Monocytes
11272,Monocytes
11273,Monocytes
11274,NK
11275,NK
11276,NK
11277,Monocytes
11278,NK
11279,Dendritic Cells
11280,Monocytes
11281,Monocytes
11282,Monocytes
11283,T Cells
11284,Monocytes
11285,NK
11286,Monocytes
11287,NK
11288,T Cells
11289,Monocytes
11290,Monocytes
11291,Monocytes
11292,CD8 T Cells
11293,Monocytes
11294,Monocytes
11295,NK
11296,Dendritic Cells
11297,NK
11298,NK
11299,Monocytes
11300,Monocytes
11301,T Cells 
11302,NK
11303,T Cells 
11304,Monocytes
11305,Monocytes
11306,NK
11307,Monocytes
11308,Monocytes
11309,Monocytes
11310,Monocytes
11311,T Cells
11312,NK
11313,NK
11314,T Cells
11315,CD8 T Cells
11316,Monocytes
11317,Monocytes
11318,NK
11319,Monocytes
11320,CD8 T Cells
11321,T Cells
11322,T Cells 
11323,Monocytes
11324,Monocytes
11325,NK
11326,Monocytes
11327,CD8 T Cells
11328,Monocytes
11329,T Cells
11330,Monocytes
11331,NK
11332,Dendritic Cells
11333,NK
11334,T Cells
11335,Monocytes
11336,Monocytes
11337,CD8 T Cells
11338,Monocytes
11339,NK
11340,Monocytes
11341,T Cells
11342,Dendritic Cells
11343,NK
11344,Monocytes
11345,T helpers
11346,NK
11347,Monocytes
11348,CD8 T Cells
11349,NK
11350,Monocytes
11351,Monocytes
11352,Monocytes
11353,NK
11354,T Cells 
11355,Monocytes
11356,Monocytes
11357,Monocytes
11358,T Cells 
11359,NK
11360,NK
11361,Monocytes
11362,Monocytes
11363,Monocytes
11364,NK
11365,CD8 T Cells
11366,NK
11367,T Cells 
11368,T helpers
11369,CD8 T Cells
11370,T Cells
11371,NK
11372,Monocytes
11373,NK
11374,CD8 T Cells
11375,NK
11376,Monocytes
11377,Monocytes
11378,Monocytes
11379,Monocytes
11380,Monocytes
11381,Monocytes
11382,CD8 T Cells
11383,Monocytes
11384,NK
11385,Monocytes
11386,CD8 T Cells
11387,T Cells
11388,Monocytes
11389,T Cells
11390,Monocytes
11391,Monocytes
11392,Monocytes
11393,NK
11394,T Cells
11395,NK
11396,Monocytes
11397,T Cells 
11398,CD8 T Cells
11399,Monocytes
11400,NK
11401,T Cells
11402,T helpers
11403,Monocytes
11404,Monocytes
11405,Monocytes
11406,Monocytes
11407,Monocytes
11408,NK
11409,T Cells
11410,Monocytes
11411,Monocytes
11412,Monocytes
11413,Monocytes
11414,NK
11415,NK
11416,Monocytes
11417,Monocytes
11418,Monocytes
11419,Dendritic Cells
11420,Monocytes
11421,Monocytes
11422,T Cells
11423,Monocytes
11424,Monocytes
11425,CD8 T Cells
11426,NK
11427,NK
11428,NK
11429,Monocytes
11430,Monocytes
11431,NK
11432,T helpers
11433,CD8 T Cells
11434,Monocytes
11435,T helpers
11436,NK
11437,Monocytes
11438,NK
11439,NK
11440,NK
11441,Monocytes
11442,NK
11443,NK
11444,Dendritic Cells
11445,NK
11446,Monocytes
11447,Monocytes
11448,NK
11449,Monocytes
11450,Monocytes
11451,T helpers
11452,NK
11453,Dendritic Cells
11454,T helpers
11455,Monocytes
11456,Monocytes
11457,Monocytes
11458,Monocytes
11459,Monocytes
11460,Monocytes
11461,Monocytes
11462,Monocytes
11463,Monocytes
11464,Monocytes
11465,Monocytes
11466,Monocytes
11467,T Cells
11468,NK
11469,Monocytes
11470,Monocytes
11471,Monocytes
11472,CD8 T Cells
11473,NK
11474,Monocytes
11475,CD8 T Cells
11476,Monocytes
11477,NK
11478,NK
11479,Monocytes
11480,Monocytes
11481,T Cells
11482,Monocytes
11483,Monocytes
11484,NK
11485,CD8 T Cells
11486,CD8 T Cells
11487,NK
11488,Monocytes
11489,T Cells
11490,NK
11491,Monocytes
11492,Monocytes
11493,Monocytes
11494,CD8 T Cells
11495,T Cells
11496,Monocytes
11497,Monocytes
11498,NK
11499,NK
11500,Monocytes
11501,Monocytes
11502,Monocytes
11503,T helpers
11504,T helpers
11505,Monocytes
11506,Monocytes
11507,CD8 T Cells
11508,T helpers
11509,Monocytes
11510,Monocytes
11511,Monocytes
11512,Monocytes
11513,Monocytes
11514,T Cells
11515,Monocytes
11516,NK
11517,NK
11518,Monocytes
11519,Monocytes
11520,Monocytes
11521,CD8 T Cells
11522,Monocytes
11523,Monocytes
11524,T Cells
11525,NK
11526,Monocytes
11527,Monocytes
11528,Monocytes
11529,Monocytes
11530,Monocytes
11531,NK
11532,Monocytes
11533,Monocytes
11534,T Cells
11535,NK
11536,Monocytes
11537,Monocytes
11538,Monocytes
11539,Monocytes
11540,Monocytes
11541,T helpers
11542,Monocytes
11543,Monocytes
11544,T Cells
11545,T Cells
11546,Monocytes
11547,Monocytes
11548,T Cells
11549,Monocytes
11550,T Cells 
11551,CD8 T Cells
11552,NK
11553,T Cells
11554,T Cells
11555,Monocytes
11556,NK
11557,Monocytes
11558,NK
11559,CD8 T Cells
11560,Monocytes
11561,Monocytes
11562,Monocytes
11563,B Cells
11564,Monocytes
11565,T Cells
11566,Monocytes
11567,NK
11568,Monocytes
11569,Monocytes
11570,NK
11571,T Cells 
11572,NK
11573,NK
11574,Monocytes
11575,Monocytes
11576,T Cells 
11577,Monocytes
11578,T Cells 
11579,Monocytes
11580,NK
11581,NK
11582,CD8 T Cells
11583,Dendritic Cells
11584,Monocytes
11585,T Cells
11586,Monocytes
11587,B Cells
11588,Monocytes
11589,Monocytes
11590,NK
11591,T Cells
11592,T helpers
11593,NK
11594,NK
11595,T Cells 
11596,Monocytes
11597,Monocytes
11598,NK
11599,NK
11600,T Cells
11601,NK
11602,CD8 T Cells
11603,Monocytes
11604,NK
11605,T Cells
11606,NK
11607,NK
11608,T Cells
11609,Monocytes
11610,Monocytes
11611,Monocytes
11612,Monocytes
11613,NK
11614,Monocytes
11615,NK
11616,NK
11617,Monocytes
11618,Monocytes
11619,T Cells
11620,NK
11621,CD8 T Cells
11622,NK
11623,Monocytes
11624,Monocytes
11625,Monocytes
11626,Monocytes
11627,Monocytes
11628,NK
11629,Monocytes
11630,Monocytes
11631,Monocytes
11632,Monocytes
11633,NK
11634,T Cells
11635,Monocytes
11636,T Cells
11637,Monocytes
11638,T Cells
11639,Monocytes
11640,T Cells
11641,Monocytes
11642,NK
11643,NK
11644,T Cells
11645,Monocytes
11646,Monocytes
11647,CD8 T Cells
11648,Dendritic Cells
11649,NK
11650,Monocytes
11651,Monocytes
11652,CD8 T Cells
11653,Monocytes
11654,NK
11655,NK
11656,Monocytes
11657,Monocytes
11658,T Cells 
11659,Monocytes
11660,T Cells 
11661,NK
11662,Monocytes
11663,Monocytes
11664,NK
11665,CD8 T Cells
11666,Monocytes
11667,NK
11668,Monocytes
11669,Dendritic Cells
11670,NK
11671,Monocytes
11672,Monocytes
11673,NK
11674,Monocytes
11675,NK
11676,NK
11677,NK
11678,T Cells
11679,Monocytes
11680,CD8 T Cells
11681,Monocytes
11682,NK
11683,Monocytes
11684,Monocytes
11685,Monocytes
11686,Monocytes
11687,Monocytes
11688,CD8 T Cells
11689,Monocytes
11690,B Cells
11691,Monocytes
11692,Monocytes
11693,NK
11694,NK
11695,Monocytes
11696,Monocytes
11697,NK
11698,T Cells
11699,Monocytes
11700,T Cells
11701,NK
11702,NK
11703,CD8 T Cells
11704,Monocytes
11705,T Cells
11706,Monocytes
11707,Monocytes
11708,Monocytes
11709,T Cells
11710,NK
11711,NK
11712,Monocytes
11713,Monocytes
11714,CD8 T Cells
11715,Monocytes
11716,Monocytes
11717,NK
11718,Monocytes
11719,NK
11720,CD8 T Cells
11721,NK
11722,Monocytes
11723,NK
11724,Monocytes
11725,Monocytes
11726,Dendritic Cells
11727,NK
11728,NK
11729,NK
11730,Monocytes
11731,Monocytes
11732,T Cells 
11733,Monocytes
11734,Monocytes
11735,T helpers
11736,Monocytes
11737,Monocytes
11738,Monocytes
11739,Monocytes
11740,Monocytes
11741,Monocytes
11742,NK
11743,Monocytes
11744,Monocytes
11745,Monocytes
11746,Dendritic Cells
11747,Monocytes
11748,NK
11749,NK
11750,Monocytes
11751,Monocytes
11752,Monocytes
11753,NK
11754,Monocytes
11755,Monocytes
11756,Monocytes
11757,NK
11758,Monocytes
11759,NK
11760,NK
11761,NK
11762,T Cells
11763,T Cells
11764,T Cells
11765,Monocytes
11766,Monocytes
11767,Monocytes
11768,Monocytes
11769,Monocytes
11770,T Cells
11771,Monocytes
11772,Monocytes
11773,Monocytes
11774,Monocytes
11775,Monocytes
11776,Monocytes
11777,Monocytes
11778,T Cells
11779,Monocytes
11780,T Cells
11781,Monocytes
11782,NK
11783,Monocytes
11784,Monocytes
11785,Monocytes
11786,Monocytes
11787,Monocytes
11788,Dendritic Cells
11789,T Cells
11790,Monocytes
11791,NK
11792,T helpers
11793,NK
11794,NK
11795,Monocytes
11796,Monocytes
11797,Monocytes
11798,NK
11799,Monocytes
11800,NK
11801,Monocytes
11802,Monocytes
11803,NK
11804,B Cells
11805,CD8 T Cells
11806,T Cells
11807,Monocytes
11808,Monocytes
11809,Monocytes
11810,T Cells
11811,Monocytes
11812,T Cells
11813,NK
11814,T Cells
11815,T Cells
11816,NK
11817,Monocytes
11818,Monocytes
11819,Monocytes
11820,NK
11821,NK
11822,Monocytes
11823,NK
11824,Monocytes
11825,NK
11826,Monocytes
11827,NK
11828,Monocytes
11829,Monocytes
11830,Monocytes
11831,T Cells
11832,NK
11833,Monocytes
11834,NK
11835,Monocytes
11836,Monocytes
11837,NK
11838,NK
11839,Monocytes
11840,NK
11841,T Cells
11842,Monocytes
11843,Monocytes
11844,T Cells
11845,T Cells
11846,NK
11847,NK
11848,T Cells
11849,Monocytes
11850,Monocytes
11851,Dendritic Cells
11852,Monocytes
11853,NK
11854,T Cells
11855,T Cells
